Ti (wt%),Mo (wt%),Al (wt%),Sn (wt%),V (wt%),Zr (wt%),Cr (wt%),Nb (wt%),Ta (wt%),Fe (wt%),W (wt%),Si (wt%),O (wt%),Y (wt%),transition temperature (°C),Process,Strength (MPa),Elongation (%),source
83.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 95%. Solution: 900°C for 20.0h, cooled by water quenching. Second Solution: 900°C for 0.5h, cooled by water quenching.",970.0,30.0,10.1016/j.matchar.2018.03.031
89.96,0.0,0.0,1.5,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,"Deformation amount: 95%. Solution: 900°C for 0.5h, cooled by Water Quenching.",990.0,35.0,10.1016/j.scriptamat.2015.11.020
85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"Solution: 900°C for 0.5h, cooled by Water Quenching.",1100.0,35.0,10.1016/j.scriptamat.2014.09.005
87.62,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,"Deformation amount: 95%. Solution: 900°C for 0.5h, cooled by water quenching. Second Solution: 900°C for 0.5h, cooled by water quenching.",974.0,38.0,10.1016/j.actamat.2013.07.019
75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",685.0,0.0,10.1016/j.jallcom.2010.05.134
72.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",630.0,0.0,10.1016/j.jallcom.2010.05.134
70.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",645.0,0.0,10.1016/j.jallcom.2010.05.134
67.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",650.0,0.0,10.1016/j.jallcom.2010.05.134
70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",600.0,0.0,10.1016/j.jallcom.2010.05.134
67.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",585.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",590.0,0.0,10.1016/j.jallcom.2010.05.134
62.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",555.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",575.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",590.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",540.0,0.0,10.1016/j.jallcom.2010.05.134
62.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",595.0,0.0,10.1016/j.jallcom.2010.05.134
75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",685.0,0.0,10.1016/j.jallcom.2010.05.134
72.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",640.0,0.0,10.1016/j.jallcom.2010.05.134
70.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",540.0,0.0,10.1016/j.jallcom.2010.05.134
67.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",585.0,0.0,10.1016/j.jallcom.2010.05.134
70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",530.0,0.0,10.1016/j.jallcom.2010.05.134
67.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",580.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",590.0,0.0,10.1016/j.jallcom.2010.05.134
62.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",580.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",555.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",575.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",600.0,0.0,10.1016/j.jallcom.2010.05.134
62.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Oil Quenching.",585.0,0.0,10.1016/j.jallcom.2010.05.134
65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Water Quenching.",560.0,0.0,10.1016/j.jmbbm.2015.06.035
63.74,0.0,0.0,0.0,0.0,0.0,0.0,36.74,0.0,0.0,0.0,0.19,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Water Quenching.",573.0,0.0,10.1016/j.jmbbm.2015.06.035
63.55,0.0,0.0,0.0,0.0,0.0,0.0,36.02,0.0,0.0,0.0,0.32,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Water Quenching.",585.0,0.0,10.1016/j.jmbbm.2015.06.035
63.37,0.0,0.0,0.0,0.0,0.0,0.0,36.06,0.0,0.0,0.0,0.57,0.0,0.0,0.0,"Solution: 1000°C for 1h, cooled by Water Quenching.",658.0,0.0,10.1016/j.jmbbm.2015.06.035
92.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",769.0,33.0,10.1007/BF01106518
90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",872.0,39.0,10.1007/BF01106518
88.5,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",858.0,14.0,10.1007/BF01106518
87.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",830.0,19.0,10.1007/BF01106518
85.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",814.0,15.0,10.1007/BF01106518
80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 10%. Solution: 827°C for 4.0h, cooled by water quenching.",822.0,8.0,10.1007/BF01106518
88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 80%. Solution: 950°C for 2.5h, cooled by Water Quenching. Annealing: 870°C for 0.5h, cooled by Water Quenching.",660.0,45.0,10.1016/j.msea.2010.03.044
88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 80%. Solution: 950°C for 2.5h, cooled by Water Quenching. Aging: 300°C for 8h, cooled by Water Quenching. Second Aging: 500°C for 8h, cooled by Water Quenching. Annealing: 870°C for 0.5h, cooled by Water Quenching.'",1020.0,9.0,10.1016/j.msea.2010.03.044
82.91,8.43,0.0,7.48,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.12,0.0,0.0,"Processing temperature: 1000°C. Deformation amount: 50%. Annealing: 900°C for 0.17h, cooled by Water Quenching.",936.0,30.0,10.1016/j.jallcom.2020.155391
64.63,0.0,0.0,0.0,0.0,0.0,0.0,35.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",680.0,36.5,10.1016/j.msea.2012.09.012
63.27,1.65,0.0,0.0,0.0,0.0,0.0,35.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",760.0,34.5,10.1016/j.msea.2012.09.012
63.31,0.0,0.0,0.0,0.0,1.57,0.0,35.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",610.0,35.0,10.1016/j.msea.2012.09.012
62.39,0.0,0.0,0.0,0.0,0.0,0.0,34.59,3.06,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",590.0,28.0,10.1016/j.msea.2012.09.012
62.99,0.0,0.0,2.03,0.0,0.0,0.0,34.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",600.0,26.0,10.1016/j.msea.2012.09.012
63.7,0.0,0.0,0.0,0.0,0.0,0.0,35.36,0.0,0.0,0.0,0.49,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",610.0,21.0,10.1016/j.msea.2012.09.012
63.46,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.96,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 799.85°C. Deformation amount: 50%. Solution: 800°C for 0.5h, cooled by water quenching.",820.0,23.5,10.1016/j.msea.2012.09.012
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching.",400.0,26.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 0.5h.",580.0,30.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 1.0h.",650.0,19.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 2.0h.",720.0,17.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 3.0h.",770.0,18.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 4.0h.",750.0,15.0,10.1016/j.msea.2011.12.103
62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 75%. Solution: 800°C for 1.0h, cooled by water quenching. Aging: 300°C for 5.0h.",760.0,14.0,10.1016/j.msea.2011.12.103
87.45,0.0,0.0,6.33,0.0,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 96%. Solution: 1000°C for 0.5h, cooled by water quenching.",590.0,44.0,10.2320/matertrans.M2011153
86.54,0.0,0.0,6.21,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 96%. Solution: 1000°C for 0.5h, cooled by water quenching.",640.0,18.0,10.2320/matertrans.M2011153
85.64,0.0,0.0,6.1,0.0,0.0,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 96%. Solution: 1000°C for 0.5h, cooled by water quenching.",620.0,13.0,10.2320/matertrans.M2011153
84.73,0.0,0.0,5.99,0.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 96%. Solution: 1000°C for 0.5h, cooled by water quenching.",630.0,15.0,10.2320/matertrans.M2011153
89.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 60%. Solution: 850°C for 0.33h, cooled by air cooling.",1245.0,15.0,10.1016/j.scriptamat.2018.10.043
89.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 60%. Solution: 850°C for 0.33h, cooled by air cooling.",924.0,25.0,10.1016/j.scriptamat.2018.10.043
90.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 60%. Solution: 850°C for 0.33h, cooled by air cooling.",961.0,0.0,10.1016/j.scriptamat.2018.10.043
90.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 60%. Solution: 850°C for 0.33h, cooled by air cooling.",880.0,46.0,10.1016/j.scriptamat.2018.10.043
87.62,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,"Deformation amount: 95%. Solution: 900°C for 0.5h, cooled by water quenching.",960.0,49.0,10.1080/21663831.2017.1350211
85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"Initial state: As-cast,Cold Rolling. Flash annealing: 820°C for 2 min.",1086.0,2.6,10.1038/s41598-018-25899-3
85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"Initial state: As-cast,Cold Rolling. Flash annealing: 820°C for 2 min.",1115.0,33.5,10.1038/s41598-018-25899-3
88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 900°C for 0.5h, cooled by water quenching.",550.0,35.0,10.1038/s41598-018-37865-0
84.583,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,760.0,"Solution: 900°C for 1.0h, cooled by water quenching.",714.0,49.0,10.1016/j.msea.2009.12.050
83.41,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.092,0.0,730.0,"Solution: 900°C for 1h, cooled by water quenching.",837.0,19.0,10.1016/j.msea.2009.12.050
72.6,0.0,0.0,1.3,0.0,2.5,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 750°C for 1.0h, cooled by water quenching.",646.0,2.0,10.1016/j.jmbbm.2013.07.007
67.9,3.0,0.0,1.9,0.0,2.8,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 750°C for 1h, cooled by water quenching.",670.0,5.0,10.1016/j.jmbbm.2013.07.007
64.8,5.5,0.0,2.0,0.0,3.1,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solution: 750°C for 1h, cooled by water quenching.",620.0,7.0,10.1016/j.jmbbm.2013.07.007
83.91,0.0,0.0,0.0,0.0,0.018,0.0,0.0,8.07,7.92,0.0,0.0,0.069,0.0,755.0,"Solution: 805°C for 1.0h, cooled by water quenching.",1066.0,10.0,10.1016/j.msec.2005.04.004
80.73,0.0,0.0,0.0,0.0,3.33,0.0,0.0,8.02,7.85,0.0,0.0,0.037,0.0,695.0,"Solution: 745°C for 1h, cooled by water quenching.",1051.0,10.0,10.1016/j.msec.2005.04.004
76.14,0.0,0.0,0.0,0.0,3.54,0.0,0.0,10.0,10.0,0.0,0.0,0.045,0.0,640.0,"Solution: 690°C for 1h, cooled by water quenching.",1092.0,6.0,10.1016/j.msec.2005.04.004
65.09,4.96,0.0,2.85,0.0,0.0,0.0,24.86,0.0,1.95,0.0,0.0,0.28,0.0,0.0,"Initial Preparation: Mixing elemental powders (HDH-Ti, GA-Ti, Nb, Mo, Sn, Fe). Pressing: 350 MPa. Sintering: 1350°C for 180 min in high vacuum (10^-5 Torr). Cooling: Furnace cooling to room temperature.",621.0,3.77,10.1002/adem.201901229
65.13,4.89,0.0,2.89,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.36,0.0,0.0,"Initial Preparation: Mixing elemental powders (HDH-Ti, GA-Ti, Nb, Mo, Sn, Fe). Pressing: 350 MPa. Sintering: 1350°C for 180 min in high vacuum (10^-5 Torr). Cooling: Furnace cooling to room temperature.",682.0,7.22,10.1002/adem.201901229
85.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 820°C. Deformation amount: 80%. Solution: 950°C for 1h, cooled by water quenching.",747.0,42.0,10.1016/j.jallcom.2011.11.035
64.603,5.38,0.0,0.0,0.0,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,"Solution: 850°C for 1h, cooled by water quenching.",760.0,19.0,10.1016/j.jmbbm.2011.06.020
63.586,6.41,0.0,0.0,0.0,29.87,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,"Solution: 850°C for 1h, cooled by water quenching.",720.0,34.0,10.1016/j.jmbbm.2011.06.020
62.614,7.07,0.0,0.0,0.0,30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,"Solution: 850°C for 1h, cooled by water quenching.",790.0,19.0,10.1016/j.jmbbm.2011.06.020
