Ti (wt%),Mo (wt%),Al (wt%),Sn (wt%),V (wt%),Zr (wt%),Cr (wt%),Nb (wt%),Ta (wt%),Fe (wt%),W (wt%),Si (wt%),O (wt%),Y (wt%),transition temperature (°C),Process,Strength (MPa),Elongation (%),source
86.63,6.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.1,0.0,910.0,"Forging temperature: 920.0°C. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1167.63,10.0095,none
86.63,6.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.1,0.0,910.0,"Forging temperature: 950.0°C. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1147.24,12.0158,none
86.63,6.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.1,0.0,910.0,"Forging temperature: 950.0°C. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1186.37,12.0775,none
86.63,6.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.1,0.0,910.0,"Forging temperature: 950.0°C. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1188.29,12.1405,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 80.0%. Annealing: 900.0°C for 1.5h, cooled by Air Cool (AC).",931.907,14.5983,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Annealing: 900.0°C for 1.5h, cooled by Air Cool (AC).",901.572,18.0018,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Annealing: 800.0°C for 1.5h, cooled by Air Cool (AC).",919.588,15.9739,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Annealing: 960.0°C for 1.5h, cooled by Air Cool (AC).",880.412,17.0832,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Annealing: 1020.0°C for 1.5h, cooled by Air Cool (AC).",880.412,10.9894,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Solution: 970.0°C for 1.5h, cooled by Water Quench (WQ). Aging: 600.0°C for 4.0h, cooled by Air Cool (AC).",983.505,16.8332,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 70.0%. Annealing: 970.0°C for 1.5h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 2.0h, cooled by Air Cool (AC).",903.093,18.1489,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.5h, cooled by Air Cool (AC).",899.501,17.5453,none
87.93,0.97,6.13,0.0,0.0,1.95,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,"Forging temperature: 940.0°C. Deformation amount: 50.0%. Annealing: 900.0°C for 1.5h, cooled by Air Cool (AC).",887.195,16.1742,none
87.3,1.09,6.25,0.0,0.0,2.05,0.0,3.2,0.0,0.0,0.0,0.0,0.11,0.0,1002.5,"Solution: 970.0°C for 2.0h, cooled by Air Cool (AC). Aging: 750.0°C for 2.0h, cooled by Air Cool (AC).",879.67525,16.701025,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Water Quench (WQ).",950.0,15.3,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 965.0°C for 1.0h, cooled by Water Quench (WQ).",989.0,13.4,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 980.0°C for 1.0h, cooled by Water Quench (WQ).",990.0,12.6,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",874.0,14.9,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 965.0°C for 1.0h, cooled by Air Cool (AC).",881.0,14.5,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 980.0°C for 1.0h, cooled by Air Cool (AC).",891.0,13.4,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Water Quench (WQ). Second Solution: 900.0°C for 1.0h, cooled by Water Quench (WQ).",872.0,15.5,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Water Quench (WQ).",884.0,14.4,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",869.0,16.5,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Air Cool (AC).",876.0,16.4,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 965.0°C for 1.0h, cooled by Water Quench (WQ). Second Solution: 900.0°C for 1.0h, cooled by Water Quench (WQ).",903.0,17.1,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Water Quench (WQ).",919.0,16.9,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Water Quench (WQ).",1017.0,16.2,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",873.0,17.1,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Air Cool (AC).",875.0,14.5,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",874.0,15.8,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 980.0°C for 1.0h, cooled by Water Quench (WQ). Second Solution: 900.0°C for 1.0h, cooled by Water Quench (WQ).",915.0,13.6,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Water Quench (WQ).",990.0,13.4,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Water Quench (WQ).",1031.0,12.6,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 965.0°C for 1.0h, cooled by Water Quench (WQ).",1037.0,12.7,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",894.0,17.5,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 930.0°C for 1.0h, cooled by Air Cool (AC).",864.0,14.8,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",857.0,15.6,none
86.629,1.04,6.75,0.0,0.0,2.11,0.0,3.1,0.0,0.0,0.0,0.371,0.0,0.0,995.0,"Solution: 965.0°C for 1.0h, cooled by Air Cool (AC).",896.0,15.0,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Solution: 845.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1300.0,3.8,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Solution: 845.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 300.0°C for 8.0h, cooled by Air Cool (AC).",1300.0,4.0,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Solution: 760.0°C for 2.0h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1170.0,12.0,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 700.0°C. Deformation amount: 40.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1104.43,12.8678,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 780.0°C. Deformation amount: 40.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1149.71,11.5757,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 40.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1327.61,2.55886,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 700.0°C. Deformation amount: 35.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1124.68,13.8583,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 700.0°C. Deformation amount: 45.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1145.02,16.063,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 700.0°C. Deformation amount: 50.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1134.85,15.7874,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 780.0°C. Deformation amount: 45.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1155.0,16.8,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 780.0°C. Deformation amount: 45.0%. Aging: 300.0°C for 8.0h, cooled by Air Cool (AC). Second Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1260.0,13.2,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 780.0°C. Deformation amount: 45.0%. Aging: 300.0°C for 8.0h, cooled by Air Cool (AC). Second Aging: 500.0°C for 16.0h, cooled by Air Cool (AC).",1230.0,16.0,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1330.0,7.5,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Aging: 300.0°C for 8.0h, cooled by Air Cool (AC). Second Aging: 500.0°C for 8.0h, cooled by Air Cool (AC).",1355.0,2.8,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 780.0°C for 1.0h, cooled by Oil Quench (OQ). Second Solution: 755.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1250.0,10.5,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 780.0°C for 1.0h, cooled by Oil Quench (OQ). Second Solution: 755.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1263.3,10.2,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Second Solution: 755.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1280.0,9.5,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 760.0°C for 2.0h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1245.0,10.3,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 760.0°C for 2.0h, cooled by Water Quench (WQ). Aging: 540.0°C for 8.0h, cooled by Air Cool (AC).",1222.0,11.6,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 760.0°C for 2.0h, cooled by Water Quench (WQ). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",1048.0,17.3,none
95.115,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.125,0.0,815.0,"Processing temperature: 845.0°C. Deformation amount: 45.0%. Solution: 760.0°C for 2.0h, cooled by Water Quench (WQ). Aging: 620.0°C for 8.0h, cooled by Air Cool (AC).",1018.0,20.0,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 883.0°C. Deformation amount: 30.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1265.0,9.5,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 883.0°C. Deformation amount: 30.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1287.5,9.25,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 908.0°C. Deformation amount: 60.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1220.0,11.75,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 918.0°C. Deformation amount: 60.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1208.0,12.25,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 928.0°C. Deformation amount: 60.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1256.5,9.75,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 918.0°C. Deformation amount: 30.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1212.5,12.75,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 918.0°C. Deformation amount: 45.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 640.0°C for 8.0h, cooled by Air Cool (AC).",1258.0,12.0,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 918.0°C. Deformation amount: 60.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 620.0°C for 8.0h, cooled by Air Cool (AC).",1296.5,10.5,none
84.62,4.06,5.21,2.06,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,"Forging temperature: 918.0°C. Deformation amount: 60.0%. Solution: 800.0°C for 4.0h, cooled by Water Quench (WQ). Aging: 680.0°C for 8.0h, cooled by Air Cool (AC).",1176.0,15.0,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 1.0h, cooled by Air Cool (AC).",936.0,16.7,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 2.0h, cooled by Air Cool (AC).",921.0,16.9,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 3.0h, cooled by Air Cool (AC).",910.0,16.4,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 4.0h, cooled by Air Cool (AC).",913.0,19.1,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 5.0h, cooled by Air Cool (AC).",890.0,17.4,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Annealing: 910.0°C for 6.0h, cooled by Air Cool (AC).",906.0,21.1,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"no process",886.97,18.76,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"Solution: 820.0°C for 2.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",961.72,21.72,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"Solution: 820.0°C for 3.0h, cooled by Air Cool (AC). Aging: 560.0°C for 7.0h, cooled by Air Cool (AC).",961.51,23.11,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"Solution: 820.0°C for 4.0h, cooled by Air Cool (AC). Aging: 560.0°C for 8.0h, cooled by Air Cool (AC).",998.15,23.45,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"Solution: 820.0°C for 5.0h, cooled by Air Cool (AC). Aging: 560.0°C for 9.0h, cooled by Air Cool (AC).",987.01,23.35,none
87.37,4.8,3.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,865.0,"Solution: 820.0°C for 6.0h, cooled by Air Cool (AC). Aging: 560.0°C for 10.0h, cooled by Air Cool (AC).",980.21,23.3,none
